identifier	name	link
000156	quantitative reverse transcription polymerase chain reaction evidence used in automatic assertion.	https://www.ebi.ac.uk/ols/ontologies/eco/terms?obo_id=ECO:000156
000157	colony diameter phenotype evidence used in manual assertion	https://www.ebi.ac.uk/ols/ontologies/eco/terms?obo_id=ECO:000157
