identifier	name	link
000084734	presumptive humeral sclerite	https://flybase.org/cgi-bin/cvreport.pl?id=FBbt:000084734
000081112	leg disc posterior compartment	https://flybase.org/cgi-bin/cvreport.pl?id=FBbt:000081112
